발언내용,2021일부,2021전체
"""교육시설안전과하고 본부하고 그때 제가 질의할 때 분명히 그렇게 말씀했어요. “이거 왜 똑같은 걸 양쪽에서 합니까?” 이렇게 얘기했더니 “교육시설안전과에서는 공립학교에 대한 걸 할 거고요. 교육시설관리본부에서는 사립에 대해서 할 거예요. 그렇게 나누어져 있습니다.” 라고 작년 초인가 그때 말씀하셨거든요. 그런데 시간이 지나서 봤더니 교육시설관리본부에서 공립ㆍ사립 다 하고 계시네요. 그러니까 사립초하고 BTL 학교 몇 개만 빼고 나머지는 다 대상으로 하여 사업을 하시겠다고 얘기를 하고 계신 건데요. 제가 교육시설안전과에 매번 요청을 드렸습니다. 학교관리를 위한 시설관리를 좀 통합적으로 해 달라. 어느 날 하루는 난방 한다고 천장 뜯고, 어느 날 하루는 석면 한다고 천장 뜯고 이런 거 하지 말고 그 학교에 필요한 것을 스케줄에 따라서 쭈루룩 이렇게 같이 가자 이래서 통합관리시스템을 하시겠다고 했거든요. 그런데 교육시설관리본부를 갔더니 거기에 이렇게 또 낱낱이 사업으로 다 이렇게 쪼개놓으셨네요?""",부정,중립
아니던데?,중립,부정
이런 시설과 관련한 공사라든지 그 부분에 있어서 아는 분은 아시겠죠. 그러니까 그런 것들을 더 투명하고 공정하게 하기 위해서는 이게 공개되어야 된다고 생각합니다. 그래야 이중 공사랄까 불필요한 공사 이런 것들을 안 하게 되겠죠.,긍정,부정
"""이 자료를 보면 정말 제가 이해가 안 되는 부분이 많아요. 그래서 내일 내가 질의할 때 이 부분을 본격적으로 질의를 하겠습니다. 그래서 동작관악교육지원청 재정지원과 담당자 나오라고 하시고 상도유치원이 어떤 상황이 된 줄 너무 잘 아시잖아요. 상도유치원이 무너진 것으로 해서 각종 공사현장의 굴토심의가 엄청나게 강화됐어요. 왜 강화된 줄 아세요? 토목공사 자체에 문제가 있었다고 어느 정도 얘기가 됐기 때문에 이 부분에서 굴토심의가 강화된 거예요. 그런데 지금 결과적으로 현재 준 자료를 보면 시공사도 책임 없고 감리도 책임 없고 법적 책임이 없어요. 이게 1차적으로 형사책임이 따라가야 민사도 이길 수 있는 확률이 큰데 형사처벌을 면하다 보니까 민사도 이길지 안 이길지 모르겠어요, 지금 보니까. 지금 우리 원고 측 소송대리인 개인이에요, 법무법인이에요? 우리 교육청 대리인이?""",부정,중립
죄송합니다. 위원님 제가 대리인…….,부정,중립
충분히 자료를 가지고 나오시고 이해를 더 하시고 답변준비를 해 주시기 바랍니다.,긍정,중립
"""성동구 출신 이동현입니다. 연일 사무감사가 지속되고 있어서 노고가 많으십니다. 국장님, 개인적인 의견을 듣고 싶은데요. 국장님이 생각하실 때는 우리나라가 디지털 강국이라고 생각을 하십니까?""",긍정,중립
언론이나 주변 여건을 봤을 때 흔히 그렇게 말씀들을 많이 하는 것을 듣고 있습니다.,긍정,중립
언론이나 주변 여건을 확인했을 때 그리고 우리가 어디를 가든 디지털로 답답함을 느끼는 곳은 별로 없을 것입니다. 그런데 코로나19 상황에서 우리 서울 학교교육은 디지털강국에 걸맞은 교육을 실현할 수 있었습니까?,부정,긍정
저희가 초반기에 원격교육 실시하는 부분에 있어서는 기자재 도입이나 이런 부분에 상당한 어려움이 있었다고 알고 있습니다.,부정,중립
"""언론에서 당시에는 드러나버린 민낯이라고 할 정도로 디지털화 돼 있는 이런 부분들이, 원격수업이 아주 현저히 떨어진 것으로 보였습니다. 지금 그 부분은 보완이 되고 있는 상황인가요?""",부정,중립
보급의 문제가 아니라 제가 말씀드리고 싶은 것은 기존에 있었던 것으로 충분히 활용해야 되는 거예요. 무슨 말씀인지 아세요? 제가 그럼 오늘 행정국에 딱 맞는 것을 말씀드릴게요. 우리 학교에서 쓰고 있는 컴퓨터들은 누가 관리하나요?,긍정,중립
우리 행정국에서는 전혀 안 하고요?,중립,부정
우리 교사들이 사용하고 있는 컴퓨터나 내용연수가 지난 것에 대해서도 전혀 관여하지 않고?,부정,중립
"""좋습니다. 그러면 이것은 차치하고 두 번째로 국장님, 우리가 법령에 따라서 학교에서도 중소기업체 것을 먼저 사용하는 부분들이 있습니다. 어떤 부분들이 있는지 알고 계시나요?""",긍정,중립
그러면 지금 말씀하시는 것은 지금 나와 있는 업체들이 무인경비에 있어서 대기업보다 현저히 떨어져서 사용하기 어렵다는 말씀이신가요?,부정,중립
제품의 질 문제는 아닌 것 같고요.,부정,중립
그렇게밖에 안 들려요.,중립,부정
그러면 그 기간 동안은 사실상 화장실 이용을 못 하게 돼요. 그렇죠?,부정,중립
"""아니요, 그런 건 아닙니다. 저희가 아무래도 흔히 말하는 위생도기 이렇게 표현을 하는 것 같은데요 대변기, 소변기, 세면대를 따로 화장실 공사랑 별개로 했을 때는 방수 문제가 좀 나타나기 때문에 일반적으로는 해당 학교의 화장실 개선공사를 할 때 같이 병행하는 그런 계획을 저희가 갖고 있다 보니까 사실 속도가 좀 늦는 경우는 있다는 말씀을 드리겠습니다.""",부정,중립
그러니까 방금 말씀하신 거죠. 특수학급이 있거나 특수학교에만 지금 그렇게 하고 있는 거 아닙니까. 지금 학생들을 구분하나요? 차별하는 건가요?,중립,부정
그렇지 않습니까? 차별하시는 거 아니잖아요?,중립,부정
그런 부분들 좀 감안해서 나중에……. 다만 저는 부탁드리고 싶은 게 이 행정사무감사가 끝나고 위원님들 말씀대로 그냥 이 앞에서 네 하고 안 돼 있거나 추후에 오셨을 때는 무조건 예산의 문제 이런 말씀을 하실 거면 저한테 그냥 다시 말씀 안 해 주셔도 됩니다. 하지만 그런 방법이 아닌 다른 획기적인 방법을 고민해 주시길 부탁드리겠습니다.,중립,부정
그렇게 지금 해 오고 있습니까?,긍정,중립
"""그게 지금까지 해 왔던 유형입니다. 그게 잘못된 유형이라는 것을 제가 지적하고자 하는 거예요. 이렇게 나와 있어요. 수의계약 2,000만 원 미만인 경우에는 지역 사회의 개발을 위하여 그 지역 주민의 다수를 참여시킬 필요가 있는 경우라고 돼 있습니다. 그 지역 주민을 이 문구에서 제가 중요시하는 거예요. 그중에 하나가, 지금 보세요. 수의계약……. 제가 자료를 받은 내용을 죽 검토해 보니까 그 지역 주민이 전혀 아니에요. 저희 지역을 예를 들어서 말씀드리면 강서 양천지원청에서 수의계약을 하는 그 수의계약 건이 저기 영등포나 관악이나 여기 업체가 와서 수의계약을 하고 있어요. 그러면 그것은 지금 수의계약 조건에 맞지 않잖아요.""",부정,중립
"""그러면 그 지역 주변 내에서 업체를 선정하는 게 맞지 않냐 이거죠, 제 얘기는. 국장님?""",부정,중립
"""위원님, 죄송하지만 위원님께서 말씀하시는 지역 주민의 다수를 참여시키는 부분의 법령 조항을 제가 사실은 좀 생소하게 듣는 부분인데요. 말씀을 해 주시면 제가 좀 판단을 하고, 제가 지금 갖고 있는 자료에는 그 경우가 일반적인 물품 구매는 아닌 것 같고…….""",부정,중립
그런 취지에 따라서 관련한 저희 업무들을 좀 더 살펴보고자 한다는 말씀을 드리겠습니다.,긍정,중립
"""제가 안 돼 있는 것을 알고 말씀을 드리는 거예요. 늦었지만 그런 관련된 법령이 되면 그 법령에 따라서 즉각적으로 조치를 취해 주시고 대응을 해 주셔야 되지 않느냐. 또 두 번째로 에너지이용 합리화법이라고 있습니다. 이 법은 3년 전부터 서울시교육청이 해당이 돼요. 제가 자료요청을 해 봤는데 한 가지가 없어요. 자, 보세요. 에너지이용 합리화법은 공공기관 에너지이용 합리화 추진에 대한 규정으로 에너지의 효율적 이용과 온실가스 배출 저감에 정의를 두고 있어요. 이랬을 때 지금 우리 서울시교육청에서 해야 될 것이 뭐냐 하면 여러 가지 있지만 ESS라고 에너지 저장장치, 1,000kW 이상의 건축물은 계약전력의 5% 이상을 저장할 수 있는 ESS…….""",부정,중립
유념해 주십시오. 이상입니다.,긍정,중립
"""이거는 상당히 중요한 문제인 것 같아요. 오래 방치하다가 그사이에 또 문제가 일어나게 되면 엄청난 피해로 돌아오기 때문에 되도록이면 빨리 제거를 해야 된다고 보고, 지금 얘기하신 것처럼 우선순위를 정해서 문제가 발생했을 때 피해가 큰 시설들 있잖아요, 그런 시설들을 좀 우선적으로 해소하기 위해서 노력해 주시기 바랍니다.""",부정,중립
가급적이 아니고요 저는 절대 설치하면 안 된다고 보고 절대 사용하면 안 된다 이런 규정으로 가는 게 맞다고 보입니다. 그렇지 않습니까?,긍정,중립
위험성이 높음에도 불구하고 스프링클러 설치 안 되어 있어요. 스프링클러라고 그러면 화재 1차 진압하는 장치입니다. 굉장히 소중합니다. 이 화재위험성이 높음에도 불구하고 설치가 안 된 문제에 대해서는 어떻게 생각하십니까?,긍정,부정
"""하여튼 계획 세워주기를 바라겠고요. 그리고 약간 애매한 지점이 하나 있어요. 특정 소방대상물, 소방법 별표에 들어가 있는 사항인데요. 여기 보게 되면 교육과학연구실 같은 경우는 포함이 되어 있거든요?""",부정,중립
"""하여튼 우리 학교 교실은 어린 아이들이 이용을 하고 있습니다. 그래서 갑자기 문제가 발생했을 때, 긴급재난상황이 발생했을 때 바로 피하기 어려운 경우들도 많아요. 그리고 공간별로 위험할 수도 있고 이렇기 때문에 저는 전 건물에 스프링클러가 설치돼야 된다고 봅니다. 그게 대원칙이기는 하는데 예산이 워낙 많이 들어가기 때문에 바로 설치는 못 하겠지만 계획을 세워서 단계적으로 설치를 다 해가는 것이 맞다 이렇게 말씀드립니다. 이상입니다.""",부정,중립
"""2020년도 우리가 우선순위 총괄만 해도 현재 7,000억이에요. 그렇죠? 예산이 7,000억이니까 아마 결산하면 한 10% 늘어난다고 치고 뭐 엄청난 액수가 늘어나겠죠? 그런데 그 교육환경개선 대상사업 우선순위에서 포괄하는 거 이외에도 여러 가지 사업을 하게 되는데요 그 사업에 있어서 아까 우리 김용연 위원님께서도 말씀하셨지만 너무 많은 이야기들이 난무하고 불공정한 시스템이라고 할까요, 이런 것들이 많다 보니 자꾸 이 시설관리와 관련한 시스템에 대해서 좀 더 공정하게 해 주실 것을 부탁하는 그런 의미에서 계속 질의를 드립니다. 그래서 어제 자료를 요청했는데 자료는 하나도 안 주셨고요. 자료를 왜 안 주십니까? 시설관리본부장님, 그 자료밖에 없어요?""",중립,부정
지금 어쨌든 시설관리본부의 신규 사업이 많이 늘어나 있어요.,긍정,중립
"""그런데 그게 경계가 참 애매합니다. 여기 3섹터 용역사업 현황을 죽 봤더니 일단 교육시설관리본부에서 학교를 선정합니다, 사업계획 해서. 그리고 일부 학교에 행정관리담당관을 시설관리직 지방공무원으로 배정합니다. 그렇죠? 그분들이 그러면 과업내용, 계약금액을 확정합니까?""",부정,중립
"""제가 볼 때는 별로 별개로 안 보여요. 계약금액 확정, 여하튼 한번 끝까지 보시죠. 계약금액 확정했어요, 그러면 용역계약은 각급 학교에서 진행을 하는데 본부에서 인증기업 명단을 제공합니다. 그러면 학교에서는 업체 선택을 하고 용역 계약을 맺습니다.""",부정,중립
그 부분에 대해서는 좀 더 생각을 해 보도록 하겠습니다. 현재 그러면 이런 프로그램들을 신규로 하고 있는데 전체 예산 이런 측면에서는 저희가 아무런 예산계획도 세우지 않고 그냥 교육청에서 배정받아서 하시겠다는 거죠?,긍정,중립
저희도 그것을 고민을 많이 해 봤습니다. 그래서 기존에 우리 시설기술직들이 많이 정년을 해서 그만두시는 분들도 있고…….,중립,긍정
"""어쨌든 나가서 그러면 감독을 하시겠다는 거예요, 수당 안 받고?""",중립,부정
감독관이라는 것이 조금 어감이 이상한데요.,부정,중립
"""그러면 냉난방기만 그렇게 합니까? 이 시스템을 구축하시겠다는 생각은 있을 수 있다고 봐요. 하지만 이게 만약에 가능하려면 저희 학교의 재구조화 이런 측면에서 학교가 새롭게 탈바꿈을 하고 그 속에 있는 기기들이나 그 안에서의 시스템이 있어야 그 시스템이 본부와 연관이 되어서 이런 시스템을 구축할 수 있는 것이 아닌가, 그 구축이 필요한지 아닌지는 솔직히 모르겠습니다. 왜냐하면 학교에 있는 사람들이 여기서 보지 않아도 안 돌아가는 것은 금방 아니까요. 그러니까 굳이 여기서 사물인터넷 이것을 통해서 그것 점검을 감지를 하고, 미리 예견해 준다면 모르지만 그것도 아닐 텐데, 어쨌거나 꺼지면 알 수 있는 거 아니겠어요? 꺼지는 것은 그 현장에 있는 사람들이 훨씬 더 잘 압니다. 그러면 바로 요청하고 거기에 대한 개선을 하는 거겠죠. 그런데 그런 시스템을 우리가 계속 구축해 나간다는 것은 어떤 큰 방향이 있으시겠죠? 그 방향을 한번 이야기해 봐 주시죠.""",긍정,중립
